v,cwmin,cwmax,slotlength,txPower,TotalLostPackets_media,delayMedio_media,throughputMedioBPS_media
1,128,2048,100,1.26,7.818181818181818,0.0053206387742424244,3370717.407846801
1,128,2048,100,10.0,306.4117647058824,0.007854776315617647,1138334.0956173125
1,128,2048,100,100.0,801.1111111111111,0.004614455590472221,1435795.6132383752
1,128,2048,100,1258.93,251.22222222222223,0.003730759207027777,1623579.4766928107
1,128,2048,100,15.85,335.94444444444446,0.004929491379083333,1453411.8303212244
1,128,2048,100,1584.89,804.8333333333334,0.004447898950777776,1446965.562970941
1,128,2048,100,2.51,20.303030303030305,0.0039056807308787884,3409138.603099993
1,128,2048,100,25.12,1172.138888888889,0.0067102513618055555,1269574.3489000415
1,128,2048,100,251.19,0.0,0.004062632269027778,1565239.6623423346
1,128,2048,100,3.98,42.21212121212121,0.004237627889848486,2317338.326344313
1,128,2048,100,50.12,962.7222222222222,0.004990824200666665,1397993.7941022632
1,128,2048,100,501.19,515.3888888888889,0.004344545182833333,1506406.9424550997
1,128,2048,100,794.33,2.5555555555555554,0.003950043228388889,1533267.4833394648
1,128,2048,15,1.26,13.484848484848484,0.0051550130049696965,3353485.0345375086
1,128,2048,15,10.0,103.58823529411765,0.012371880509352944,774945.9227483317
1,128,2048,15,100.0,733.9166666666666,0.0047840763433888885,1417350.313040852
1,128,2048,15,1258.93,144.61111111111111,0.004064343467305556,1564313.8667989718
1,128,2048,15,15.85,156.47222222222223,0.008759542214,1127226.208151795
1,128,2048,15,1584.89,1.2222222222222223,0.0040320170577500015,1534472.4853191515
1,128,2048,15,2.51,16.151515151515152,0.003899051247212121,3471248.4030324165
1,128,2048,15,25.12,388.05555555555554,0.005854148607527778,1331459.6622297855
1,128,2048,15,251.19,914.6944444444445,0.004514806304,1443876.0696818694
1,128,2048,15,3.98,29.393939393939394,0.004294245533545455,2286572.3039403725
1,128,2048,15,50.12,828.8611111111111,0.004890238881194443,1406860.5506648119
1,128,2048,15,501.19,173.47222222222223,0.004190812297611111,1558389.3642851992
1,128,2048,15,794.33,1.2777777777777777,0.004114002817222222,1533853.8834832828
1,128,2048,20,1.26,4.848484848484849,0.005497472663939393,3374334.9896169296
1,128,2048,20,10.0,70.41176470588235,0.007067244442176469,1432364.1328593486
1,128,2048,20,100.0,348.02777777777777,0.004234078613,1484970.3742983884
1,128,2048,20,1258.93,1.3611111111111112,0.004128989975888888,1550383.852514761
1,128,2048,20,15.85,152.05555555555554,0.010817204238694443,869127.3860241155
1,128,2048,20,1584.89,1.5555555555555556,0.004111367802416667,1563300.9296367667
1,128,2048,20,2.51,47.878787878787875,0.003953135475545454,3422391.153441805
1,128,2048,20,25.12,193.19444444444446,0.007330886100138888,1103997.2246208186
1,128,2048,20,251.19,1055.8055555555557,0.006110717560833332,1272303.7758693777
1,128,2048,20,3.98,64.63636363636364,0.003852596728787879,2435857.19501888
1,128,2048,20,50.12,207.5,0.004555911298555555,1475091.083432009
1,128,2048,20,501.19,225.66666666666666,0.00372680523475,1586602.779948074
1,128,2048,20,794.33,0.0,0.0041470571108888875,1532392.5299746043
1,128,2048,25,1.26,18.818181818181817,0.005357574100484849,3316493.890940559
1,128,2048,25,10.0,238.5,0.012966127948647058,757243.3067009116
1,128,2048,25,100.0,409.05555555555554,0.004260176530111111,1455868.9792259382
1,128,2048,25,1258.93,942.6666666666666,0.004388333580833333,1445608.99428132
1,128,2048,25,15.85,649.75,0.005321264154416667,1417622.20063113
1,128,2048,25,1584.89,1.5555555555555556,0.004171581846777778,1504048.9779312208
1,128,2048,25,2.51,36.0,0.003871630545242424,3411610.762655708
1,128,2048,25,25.12,434.22222222222223,0.005481963098333336,1388393.8445719802
1,128,2048,25,251.19,1.3055555555555556,0.004013856365194445,1553802.435462862
1,128,2048,25,3.98,61.42424242424242,0.004036487203272727,2348835.551125572
1,128,2048,25,50.12,916.8611111111111,0.004843299281194445,1410998.1296756607
1,128,2048,25,501.19,3.0,0.003856232406333333,1555536.869591397
1,128,2048,25,794.33,371.72222222222223,0.0038136916014166666,1594506.2359550782
1,128,2048,30,1.26,7.333333333333333,0.0027510510896666665,3493433.4619086296
1,128,2048,30,10.0,819.1764705882352,0.012885526275794115,873400.2082082119
1,128,2048,30,100.0,292.02777777777777,0.004402925465000001,1469374.8936162556
1,128,2048,30,1258.93,111.66666666666667,0.006451844997888889,1236553.5437779734
1,128,2048,30,15.85,555.0833333333334,0.009896626052111106,1052220.4712465177
1,128,2048,30,1584.89,1.5,0.003933817044805555,1624464.708669874
1,128,2048,30,2.51,37.121212121212125,0.004222620654,3457302.920983806
1,128,2048,30,25.12,512.4444444444445,0.00590977821261111,1298666.1934856942
1,128,2048,30,251.19,9.555555555555555,0.003977833198777778,1561791.522116349
1,128,2048,30,3.98,49.45454545454545,0.004332398674696969,2302137.668552871
1,128,2048,30,50.12,534.4166666666666,0.004836700107749999,1381578.7500632934
1,128,2048,30,501.19,353.19444444444446,0.004260978256861111,1524683.707141281
1,128,2048,30,794.33,153.69444444444446,0.004212777411972222,1514205.3943374192
1,128,2048,35,1.26,10.515151515151516,0.005400628026636364,3396807.15851017
1,128,2048,35,10.0,273.20588235294116,0.008691586538470587,1232619.9195509618
1,128,2048,35,100.0,2.7777777777777777,0.004321329527583333,1494968.718178885
1,128,2048,35,1258.93,733.75,0.0042380551576944436,1518203.51141601
1,128,2048,35,15.85,338.97222222222223,0.009647427290638886,898207.123617537
1,128,2048,35,1584.89,110.58333333333333,0.0038288924467222213,1566410.7390029412
1,128,2048,35,2.51,4.909090909090909,0.0038312485754545453,3478227.036764964
1,128,2048,35,25.12,863.8611111111111,0.00812505106825,1041364.928238646
1,128,2048,35,251.19,0.9444444444444444,0.003946499277777777,1586406.0481271176
1,128,2048,35,3.98,10.545454545454545,0.003941819579242426,2385583.3788512195
1,128,2048,35,50.12,24.333333333333332,0.004670468320277777,1459770.1679105556
1,128,2048,35,501.19,778.5277777777778,0.004001389588583334,1538845.7635707702
1,128,2048,35,794.33,4.194444444444445,0.003841468173750001,1579212.013938656
1,128,2048,40,1.26,9.212121212121213,0.0051283873684848475,3554064.7655021735
1,128,2048,40,10.0,302.44117647058823,0.009298609126735293,1218396.4718853356
1,128,2048,40,100.0,333.30555555555554,0.004096291982027777,1549410.9721904825
1,128,2048,40,1258.93,0.0,0.004136920312777777,1523459.5444238305
1,128,2048,40,15.85,111.33333333333333,0.00883662221975,1111452.7339559621
1,128,2048,40,1584.89,0.0,0.004223156560527778,1469293.3428221205
1,128,2048,40,2.51,30.78787878787879,0.0038696491846666667,3395288.9586866284
1,128,2048,40,25.12,748.3888888888889,0.00648929300588889,1271609.9717020034
